"state_abbr","state_fips","county_fips","county_name","tract_code","stcotr_fips","stpl_fips","city_name","metric_name","metric_number","group_name","group_number","num","denom","est","lci","uci","data_yr_type","geo_level","date_export","version","Suggested Citation"
MD,24,510,Baltimore city,080301,24510080301,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,080302,24510080302,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,080400,24510080400,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,080500,24510080500,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,080600,24510080600,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,080700,24510080700,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,080800,24510080800,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,090100,24510090100,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,090200,24510090200,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,090300,24510090300,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,090400,24510090400,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,090500,24510090500,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,090600,24510090600,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,090700,24510090700,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,090800,24510090800,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,090900,24510090900,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,100100,24510100100,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,100200,24510100200,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,100300,24510100300,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,110100,24510110100,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,110200,24510110200,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,120100,24510120100,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,120201,24510120201,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,120202,24510120202,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,120300,24510120300,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,120400,24510120400,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,120500,24510120500,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,120600,24510120600,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,120700,24510120700,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,130100,24510130100,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,130200,24510130200,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,130300,24510130300,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,130400,24510130400,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.6,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,130600,24510130600,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,130700,24510130700,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.6,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,130803,24510130803,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.6,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,130804,24510130804,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.6,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,130805,24510130805,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.6,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,130806,24510130806,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.6,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,140100,24510140100,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,140200,24510140200,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,140300,24510140300,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,150100,24510150100,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,150200,24510150200,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,150300,24510150300,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,150400,24510150400,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,150500,24510150500,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.6,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,150600,24510150600,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.6,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,150701,24510150701,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.6,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,150702,24510150702,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.6,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,150800,24510150800,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.6,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,150900,24510150900,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.6,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,151000,24510151000,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.6,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,151100,24510151100,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.6,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,151200,24510151200,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.6,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,151300,24510151300,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.6,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,160100,24510160100,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,160200,24510160200,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,160300,24510160300,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,160400,24510160400,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,160500,24510160500,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,160600,24510160600,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,160700,24510160700,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,160801,24510160801,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.6,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,160802,24510160802,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,170100,24510170100,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,170200,24510170200,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,170300,24510170300,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,180100,24510180100,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,180200,24510180200,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,180300,24510180300,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,190100,24510190100,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,190200,24510190200,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,190300,24510190300,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,200100,24510200100,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,200200,24510200200,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,200300,24510200300,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,200400,24510200400,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,200500,24510200500,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,200600,24510200600,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,200701,24510200701,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,200702,24510200702,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,200800,24510200800,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,210100,24510210100,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,210200,24510210200,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,220100,24510220100,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,230100,24510230100,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,230200,24510230200,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,230300,24510230300,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,240100,24510240100,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.8,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,240200,24510240200,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,240300,24510240300,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,240400,24510240400,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,250101,24510250101,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,250102,24510250102,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,250103,24510250103,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,250203,24510250203,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,250204,24510250204,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,250205,24510250205,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,250206,24510250206,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,250207,24510250207,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,250301,24510250301,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,250303,24510250303,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,250401,24510250401,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,250402,24510250402,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,250500,24510250500,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,250600,24510250600,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,260101,24510260101,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,260102,24510260102,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,260201,24510260201,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,260202,24510260202,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,260203,24510260203,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,260301,24510260301,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,260302,24510260302,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,260303,24510260303,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,260401,24510260401,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,260402,24510260402,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,260403,24510260403,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,260404,24510260404,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,260501,24510260501,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,260604,24510260604,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,260605,24510260605,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,260700,24510260700,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,260800,24510260800,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,260900,24510260900,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,261000,24510261000,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,261100,24510261100,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,270101,24510270101,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,270102,24510270102,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,270200,24510270200,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,270301,24510270301,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,270302,24510270302,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,270401,24510270401,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,270402,24510270402,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,270501,24510270501,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,270502,24510270502,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,270600,24510270600,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,270701,24510270701,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,270702,24510270702,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,270703,24510270703,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,270801,24510270801,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
MD,24,510,Baltimore city,270802,24510270802,2404000,Baltimore,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2017,tract,2021-10-22,13,
